file_name,caption_1,caption_2,caption_3,caption_4,caption_5
Tree Bark Cracks.wav,"A faint, mechanical humming reverberates while footsteps crunch on branches and dead leaves.",Leaves are being crunched as someone walks on them,Leaves being crunched as someone walks on them,"The deliberate step of a casual walker, taking his time.","While footsteps crunch on branches and dead leaves a faint, mechanical humming reverberates."
the sound of working injection molding machine - rear.wav,A loud machine makes a still and steady noise,A low pitched tone hums while a thud and a whirring noise accompany it in the background.,A machine is continuously running and then stops at the last second.,The machine stops at the last second after continuously running.,The tone is low pitched with a thud and a whirring noise comes through from the background.
Footsteps on Leaves.wav,A man is speaking while stepping on dry leaves.,A man is talking and then walks on some leaves.,A man is talking then someone crushes dried leaves.,A man speaking and then stepping on dry leaves.,A man talks and then walks on leaves.
Footsteps On Squeaky Wood Floor.wav,Heels from shoes clop on the floor while slightly squeaking.,Quiet footsteps slowly get louder as the floors start creaking.,Shoes stepping and moving across an old hardwood floor.,Someone wearing shoes walks across a wood floor.,Someone with shoes on is walking on a creaky floor.
Water Gushing out of Freighter.wav,Ocean waves lap against a beach walk as seagulls cry in the sky above.,The vessel moved through the rough waters of the river.,The waves crash against the coast as the seagulls call above.,Water is being splashed in and birds are shouting in the back.,Water moves about against a boardwalk as seagulls talk.
FOOTSTEPS_005.wav,A person walks through heavy gravel rumbling underfoot.,Gravel rumbles under the foot of a person as they walk.,"Heavy footsteps marching along a wet, gritty surface.",Someone is walking on a bed of rocks.,"The wet, gritty surface was stamped by heavy marching footsteps."
spaceship.wav,A high volume of air rushing through an air duct.,A wind is blowing at a steady and consistent rate.,The ever present and unabated rush of wind.,The strong wind is blowing with heavy gusts.,The wind is blowing strongly with heavy gusts.
Forest Birds .wav,Birds sing lively and high pitched melodies to one another.,Birds sing melodies to each other that are lively and high pitched.,Different species of birds chirping inside an enclosed structure.,Different types of birds chirping inside a building,The birds sing louder and louder in nature.
forest_wind.wav,It is raining in a forest with crickets in the background,Many crickets call does as the silently someone walking resonates.,Multiple crickets chirps and quiet footsteps walk by,The rain falls in a forest with crickets singing in the background,"machinery is running, it squeaks quietly as if it needs oiled."
Jurassic Ark.wav,Animals are making noises and the sound is being distorted by modulation.,Animals chatter and the wave lengths are modulated.,Various birds call back and forth to one another in a forest,Wolves and other animals are howling and an other animal yells in the distance.,Wolves and other animals are howling and an other animal yells.
untitled_shower 2.wav,Rain falls heavily down on the pavement below.,Ran falls on hard ground and makes a high pitched buzz.,Someone is deep fat frying food in hot grease.,the pavement is blasted with heavy rain falling,The pouring of rain on the stiff floor make a buzz
fountains-Udaipur-Saheliyon-Ki-Bari-4.wav,Rain coming down outside and falling onto a hard surface.,Rain drops onto a hard surface with very faint voices.,"Rain falls onto a hard surface, nearly overpowering the distant voices.",The falling rain beats against a hard surface.,The rain is pouring hard and you could hardly hear the people talking.
Fowl - Chatter 1 - 96kHz.wav,A chicken cackles and make noise with other birds in the area.,"Chickens are clucking, birds chirping, ducks are quacking and splashing in some water.","Chickens are clucking, birds chirping, ducks quacking and water splashing",Chickens making various clucking noises of varying intensity,"In the midst of a watery environment, the calls of sea birds sound."
FR.CTC.08.CoyuyoS.007.B.wav,A coffee kettle is trying to start up.,"A mechanical noisemaker is first steady, then broken up, then became steady again.",A steam whistle on a kettle is blaring and chattering.,A very loud noise with a dog barking at it in the background.,The coffee kettle is trying to start up.
gongs_grand_couvercle_06.wav,A bell is ringing and it gets faster as time goes,A gong is being struck faster and faster with one final long strike at the end.,A gong was struck faster and faster with one final long strike.,"A person is using their fingers to tap on a pan, causing a gong sound.",A person tapping on a gong or pan with their fingers.
Raven Call.wav,"In the background there were Rainforest sounds, a frog ribbiting, birds lightly chirping and singing.",Multiple frogs can be heard croaking with droplets of water,Multiple frogs croak as drops of water drip in the background.,Rainforest sounds such as a frog ribbiting and birds lightly chirping in the background,Some croaking from a frog or animal sounds from another animal that makes similar noise.
